CMDLINE C:\ProgramData\Miniconda3\python.exe camera.py
MEM 2121.269531 1628790249.2499
MEM 2122.539062 1628790249.3510
MEM 2124.000000 1628790249.4510
MEM 2125.179688 1628790249.5522
MEM 2125.089844 1628790249.6538
MEM 2126.906250 1628790249.7541
MEM 2127.742188 1628790249.8548
MEM 2128.625000 1628790249.9580
MEM 2131.265625 1628790250.0592
MEM 2132.156250 1628790250.1612
MEM 2133.039062 1628790250.2614
MEM 2133.921875 1628790250.3620
MEM 2134.804688 1628790250.4637
MEM 2135.687500 1628790250.5657
MEM 2136.570312 1628790250.6663
MEM 2137.453125 1628790250.7669
MEM 2138.335938 1628790250.8680
MEM 2139.218750 1628790250.9691
MEM 2140.101562 1628790251.0693
MEM 2140.968750 1628790251.1711
MEM 2143.605469 1628790251.2730
MEM 2144.484375 1628790251.3742
MEM 2145.054688 1628790251.4760
MEM 2146.015625 1628790251.5765
MEM 2147.730469 1628790251.6780
MEM 2150.367188 1628790251.7781
MEM 2153.003906 1628790251.8790
MEM 2155.640625 1628790251.9806
MEM 2158.277344 1628790252.0813
MEM 2160.914062 1628790252.1835
MEM 2164.437500 1628790252.2846
MEM 2164.707031 1628790252.3854
MEM 2166.464844 1628790252.4872
MEM 2169.980469 1628790252.5880
MEM 2172.617188 1628790252.6887
MEM 2174.375000 1628790252.7894
MEM 2175.253906 1628790252.8907
MEM 2178.777344 1628790252.9916
MEM 2180.468750 1628790253.0917
MEM 2183.105469 1628790253.1931
MEM 2185.742188 1628790253.2948
MEM 2188.359375 1628790253.3954
MEM 2191.003906 1628790253.4959
MEM 2192.761719 1628790253.5976
MEM 2195.398438 1628790253.6994
MEM 2197.156250 1628790253.7995
MEM 2199.792969 1628790253.9000
MEM 2201.550781 1628790254.0015
MEM 2204.187500 1628790254.1022
MEM 2206.832031 1628790254.2040
MEM 2206.894531 1628790254.3040
MEM 2207.843750 1628790254.4053
MEM 2209.593750 1628790254.5058
MEM 2210.472656 1628790254.6075
MEM 2212.246094 1628790254.7084
MEM 2213.988281 1628790254.8104
MEM 2215.746094 1628790254.9112
MEM 2218.382812 1628790255.0130
MEM 2220.226562 1628790255.1132
MEM 2222.785156 1628790255.2147
MEM 2224.542969 1628790255.3149
MEM 2225.480469 1628790255.4159
MEM 2228.117188 1628790255.5163
MEM 2228.996094 1628790255.6183
MEM 2231.632812 1628790255.7202
MEM 2235.148438 1628790255.8214
MEM 2237.792969 1628790255.9233
MEM 2239.683594 1628790256.0252
MEM 2243.066406 1628790256.1257
MEM 2244.824219 1628790256.2273
MEM 2245.746094 1628790256.3274
MEM 2247.519531 1628790256.4294
MEM 2250.140625 1628790256.5297
MEM 2251.964844 1628790256.6302
MEM 2253.722656 1628790256.7314
MEM 2256.359375 1628790256.8314
MEM 2258.996094 1628790256.9315
MEM 2260.753906 1628790257.0321
MEM 2263.390625 1628790257.1331
MEM 2266.035156 1628790257.2332
MEM 2268.671875 1628790257.3334
MEM 2271.308594 1628790257.4346
MEM 2273.945312 1628790257.5350
MEM 2275.703125 1628790257.6374
MEM 2278.339844 1628790257.7379
MEM 2280.097656 1628790257.8391
MEM 2282.742188 1628790257.9411
MEM 2285.378906 1628790258.0412
MEM 2288.015625 1628790258.1417
MEM 2289.875000 1628790258.2417
MEM 2291.039062 1628790258.3440
MEM 2292.054688 1628790258.4443
MEM 2292.917969 1628790258.5455
MEM 2293.769531 1628790258.6476
MEM 2294.707031 1628790258.7493
MEM 2295.585938 1628790258.8495
MEM 2297.378906 1628790258.9497
MEM 2298.332031 1628790259.0498
MEM 2299.507812 1628790259.1513
MEM 2300.394531 1628790259.2532
MEM 2301.277344 1628790259.3533
MEM 2302.148438 1628790259.4543
MEM 2303.027344 1628790259.5556
MEM 2304.785156 1628790259.6587
MEM 2305.664062 1628790259.7591
MEM 2306.835938 1628790259.8610
MEM 2309.472656 1628790259.9611
MEM 2311.230469 1628790260.0631
MEM 2313.875000 1628790260.1644
MEM 2315.632812 1628790260.2662
MEM 2317.390625 1628790260.3679
MEM 2320.027344 1628790260.4717
MEM 2322.664062 1628790260.5732
MEM 2325.300781 1628790260.6733
MEM 2327.945312 1628790260.7743
MEM 2330.582031 1628790260.8758
MEM 2333.218750 1628790260.9762
MEM 2335.855469 1628790261.0771
MEM 2337.621094 1628790261.1774
MEM 2340.250000 1628790261.2824
MEM 2343.015625 1628790261.3844
MEM 2345.554688 1628790261.4852
MEM 2348.191406 1628790261.5864
MEM 2349.070312 1628790261.6872
MEM 2351.707031 1628790261.7887
MEM 2354.343750 1628790261.8896
MEM 2356.988281 1628790261.9911
MEM 2358.746094 1628790262.0919
MEM 2361.382812 1628790262.1938
MEM 2364.019531 1628790262.2940
MEM 2365.777344 1628790262.3953
MEM 2367.539062 1628790262.4954
MEM 2369.402344 1628790262.5962
MEM 2372.878906 1628790262.6963
MEM 2375.519531 1628790262.7972
MEM 2378.156250 1628790262.8996
MEM 2379.914062 1628790263.0015
MEM 2381.675781 1628790263.1021
MEM 2384.312500 1628790263.2031
MEM 2386.957031 1628790263.3034
MEM 2389.597656 1628790263.4054
MEM 2392.234375 1628790263.5057
MEM 2393.992188 1628790263.6066
MEM 2396.628906 1628790263.7072
MEM 2399.269531 1628790263.8076
MEM 2401.027344 1628790263.9096
MEM 2403.671875 1628790264.0106
MEM 2406.312500 1628790264.1115
MEM 2408.949219 1628790264.2129
MEM 2409.972656 1628790264.3137
MEM 2410.855469 1628790264.4142
MEM 2411.734375 1628790264.5153
MEM 2415.250000 1628790264.6171
MEM 2417.898438 1628790264.7173
MEM 2419.656250 1628790264.8186
MEM 2422.359375 1628790264.9195
MEM 2424.976562 1628790265.0201
MEM 2425.859375 1628790265.1203
MEM 2426.816406 1628790265.2208
MEM 2428.578125 1628790265.3219
MEM 2430.335938 1628790265.4219
MEM 2432.984375 1628790265.5234
MEM 2433.863281 1628790265.6235
MEM 2436.500000 1628790265.7255
MEM 2438.261719 1628790265.8270
MEM 2440.898438 1628790265.9287
MEM 2443.535156 1628790266.0293
MEM 2446.175781 1628790266.1297
MEM 2448.820312 1628790266.2311
MEM 2451.457031 1628790266.3316
MEM 2453.218750 1628790266.4335
MEM 2454.976562 1628790266.5353
MEM 2456.734375 1628790266.6360
MEM 2459.375000 1628790266.7363
MEM 2462.019531 1628790266.8372
MEM 2464.656250 1628790266.9389
MEM 2466.417969 1628790267.0392
MEM 2469.054688 1628790267.1410
MEM 2471.695312 1628790267.2419
MEM 2473.453125 1628790267.3433
MEM 2476.093750 1628790267.4438
MEM 2477.863281 1628790267.5453
MEM 2479.621094 1628790267.6492
MEM 2481.378906 1628790267.7493
MEM 2484.019531 1628790267.8505
MEM 2485.777344 1628790267.9516
MEM 2487.535156 1628790268.0535
MEM 2491.054688 1628790268.1547
MEM 2492.820312 1628790268.2563
MEM 2495.445312 1628790268.3580
MEM 2498.085938 1628790268.4589
MEM 2500.722656 1628790268.5590
MEM 2503.359375 1628790268.6628
MEM 2506.000000 1628790268.7657
MEM 2507.765625 1628790268.8670
MEM 2509.523438 1628790268.9679
MEM 2511.285156 1628790269.0695
MEM 2513.921875 1628790269.1707
MEM 2515.679688 1628790269.2711
MEM 2516.695312 1628790269.3728
MEM 2519.335938 1628790269.4734
MEM 2521.980469 1628790269.5754
MEM 2524.617188 1628790269.6770
MEM 2525.496094 1628790269.7772
MEM 2528.132812 1628790269.8779
MEM 2530.769531 1628790269.9793
MEM 2532.527344 1628790270.0800
MEM 2533.406250 1628790270.1808
MEM 2536.042969 1628790270.2826
MEM 2537.808594 1628790270.3834
MEM 2540.445312 1628790270.4851
MEM 2543.082031 1628790270.5853
MEM 2546.597656 1628790270.6870
MEM 2549.234375 1628790270.7886
MEM 2550.992188 1628790270.8896
MEM 2553.636719 1628790270.9909
MEM 2556.273438 1628790271.0920
MEM 2558.910156 1628790271.1936
MEM 2560.667969 1628790271.2939
MEM 2564.187500 1628790271.3941
MEM 2566.832031 1628790271.4954
MEM 2569.480469 1628790271.5972
MEM 2571.371094 1628790271.6989
MEM 2574.042969 1628790271.8009
MEM 2576.214844 1628790271.9023
MEM 2577.097656 1628790272.0034
MEM 2578.871094 1628790272.1039
MEM 2579.753906 1628790272.2041
MEM 2580.636719 1628790272.3051
MEM 2582.410156 1628790272.4056
MEM 2583.433594 1628790272.5057
MEM 2585.187500 1628790272.6077
MEM 2586.960938 1628790272.7091
MEM 2587.851562 1628790272.8104
MEM 2588.730469 1628790272.9119
MEM 2589.609375 1628790273.0136
MEM 2591.367188 1628790273.1139
MEM 2592.289062 1628790273.2144
MEM 2593.433594 1628790273.3156
MEM 2595.445312 1628790273.4157
MEM 2596.328125 1628790273.5183
MEM 2596.378906 1628790273.6197
MEM 2598.093750 1628790273.7202
MEM 2598.972656 1628790273.8212
MEM 2599.863281 1628790273.9215
MEM 2600.746094 1628790274.0233
MEM 2602.492188 1628790274.1235
MEM 2603.371094 1628790274.2246
MEM 2605.425781 1628790274.3251
MEM 2607.191406 1628790274.4262
MEM 2610.699219 1628790274.5268
MEM 2613.347656 1628790274.6271
MEM 2615.984375 1628790274.7276
MEM 2618.621094 1628790274.8283
MEM 2621.261719 1628790274.9301
MEM 2623.898438 1628790275.0314
MEM 2626.535156 1628790275.1331
MEM 2628.304688 1628790275.2338
MEM 2630.957031 1628790275.3352
MEM 2630.957031 1628790275.4353
MEM 2630.957031 1628790275.5372
MEM 2630.957031 1628790275.6392
MEM 2638.957031 1628790275.7404
MEM 2638.949219 1628790275.8424
MEM 2639.023438 1628790275.9424
MEM 2638.578125 1628790276.0424
MEM 2638.574219 1628790276.1425
MEM 2638.578125 1628790276.2430
MEM 2639.003906 1628790276.3435
MEM 2639.011719 1628790276.4455
MEM 2638.574219 1628790276.5455
MEM 2638.582031 1628790276.6455
MEM 2639.113281 1628790276.7475
MEM 2639.117188 1628790276.8489
MEM 2639.113281 1628790276.9504
MEM 2638.679688 1628790277.0516
MEM 2639.125000 1628790277.1536
MEM 2639.121094 1628790277.2536
MEM 2639.125000 1628790277.3542
MEM 2639.113281 1628790277.4543
MEM 2639.078125 1628790277.5556
MEM 2638.699219 1628790277.6557
MEM 2639.113281 1628790277.7561
MEM 2638.679688 1628790277.8570
MEM 2638.679688 1628790277.9590
MEM 2639.117188 1628790278.0603
MEM 2638.675781 1628790278.1603
MEM 2639.125000 1628790278.2623
MEM 2552.796875 1628790278.3623
MEM 2103.863281 1628790278.4623
MEM 2102.089844 1628790278.5623
MEM 2079.496094 1628790278.6703
MEM 1818.726562 1628790278.7768
MEM 1638.046875 1628790278.8837
MEM 1518.273438 1628790278.9898
MEM 1273.617188 1628790279.0971
MEM 1086.617188 1628790279.2050
MEM 620.562500 1628790279.3130
